"ref_area","ref_area.label","source","source.label","indicator","indicator.label","sex","sex.label","classif1","classif1.label","classif2","classif2.label","time","obs_value","obs_status","obs_status.label","note_classif.label","note_indicator.label","note_source.label","ilo_sample_count","ACRO","freq_code","latest_period","best_source","MAPPING"
"AFG","Afghanistan","BA:15715","AFG - LFS - Labour Force Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2021",4834.379,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None | Data reference period: First quarter",5277,"LFS","m",1,1,
"AFG","Afghanistan","BA:15715","AFG - LFS - Labour Force Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2021",1016.049,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None | Data reference period: First quarter",968,"LFS","m",1,1,
"AFG","Afghanistan","BA:15715","AFG - LFS - Labour Force Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_TOTAL","Nature of job: Total","2021",10.923,"U","Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None | Data reference period: First quarter",5,"LFS","m",1,1,
"AFG","Afghanistan","BA:15715","AFG - LFS - Labour Force Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2021",,"U","Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None | Data reference period: First quarter",2,"LFS","m",1,1,
"AFG","Afghanistan","BA:15715","AFG - LFS - Labour Force Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2021",,"U","Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None | Data reference period: First quarter",3,"LFS","m",1,1,
"AFG","Afghanistan","BA:15715","AFG - LFS - Labour Force Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_TOTAL","Nature of job: Total","2021",5839.505,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None | Data reference period: First quarter",6240,"LFS","m",1,1,
"AFG","Afghanistan","BA:15715","AFG - LFS - Labour Force Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2021",4828.163,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None | Data reference period: First quarter",5275,"LFS","m",1,1,
"AFG","Afghanistan","BA:15715","AFG - LFS - Labour Force Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2021",1011.342,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None | Data reference period: First quarter",965,"LFS","m",1,1,
"AFG","Afghanistan","BA:15715","AFG - LFS - Labour Force Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_TOTAL","Nature of job: Total","2021",1829.046,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None | Data reference period: First quarter",2125,"LFS","m",1,1,
"AFG","Afghanistan","BA:15715","AFG - LFS - Labour Force Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2021",1779.573,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None | Data reference period: First quarter",2078,"LFS","m",1,1,
"AFG","Afghanistan","BA:15715","AFG - LFS - Labour Force Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2021",49.473,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None | Data reference period: First quarter",47,"LFS","m",1,1,
"AFG","Afghanistan","BA:15715","AFG - LFS - Labour Force Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_TOTAL","Nature of job: Total","2021",1829.046,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None | Data reference period: First quarter",2125,"LFS","m",1,1,
"AFG","Afghanistan","BA:15715","AFG - LFS - Labour Force Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2021",1779.573,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None | Data reference period: First quarter",2078,"LFS","m",1,1,
"AFG","Afghanistan","BA:15715","AFG - LFS - Labour Force Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2021",49.473,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None | Data reference period: First quarter",47,"LFS","m",1,1,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_TOTAL","Nature of job: Total","2019",9399.21763077164,,,,,"Repository: ILO-STATISTICS - Micro data processing",19257,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2019",9054.44810577011,,,,,"Repository: ILO-STATISTICS - Micro data processing",18573,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2019",344.769525001526,,,,,"Repository: ILO-STATISTICS - Micro data processing",684,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_TOTAL","Nature of job: Total","2019",19.8676270751953,,,,,"Repository: ILO-STATISTICS - Micro data processing",23,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2019",19.1923046264648,,,,,"Repository: ILO-STATISTICS - Micro data processing",22,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2019",,"U","Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing",1,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_TOTAL","Nature of job: Total","2019",9379.35000369644,,,,,"Repository: ILO-STATISTICS - Micro data processing",19234,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2019",9035.25580114365,,,,,"Repository: ILO-STATISTICS - Micro data processing",18551,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2019",344.094202552795,,,,,"Repository: ILO-STATISTICS - Micro data processing",683,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_TOTAL","Nature of job: Total","2019",4597.89270726013,,,,,"Repository: ILO-STATISTICS - Micro data processing",9498,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2019",4338.37754011917,,,,,"Repository: ILO-STATISTICS - Micro data processing",8998,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2019",259.515167140961,,,,,"Repository: ILO-STATISTICS - Micro data processing",500,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_TOTAL","Nature of job: Total","2019",10.6637637634277,,,,,"Repository: ILO-STATISTICS - Micro data processing",17,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2019",9.98844131469727,,,,,"Repository: ILO-STATISTICS - Micro data processing",16,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2019",,"U","Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing",1,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_TOTAL","Nature of job: Total","2019",4587.2289434967,,,,,"Repository: ILO-STATISTICS - Micro data processing",9481,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2019",4328.38909880447,,,,,"Repository: ILO-STATISTICS - Micro data processing",8982,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_M","Sex: Male","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2019",258.83984469223,,,,,"Repository: ILO-STATISTICS - Micro data processing",499,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_TOTAL","Nature of job: Total","2019",4801.32492351151,,,,,"Repository: ILO-STATISTICS - Micro data processing",9759,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2019",4716.07056565094,,,,,"Repository: ILO-STATISTICS - Micro data processing",9575,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2019",85.2543578605652,,,,,"Repository: ILO-STATISTICS - Micro data processing",184,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_TOTAL","Nature of job: Total","2019",9.20386331176758,"U","Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing",6,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2019",9.20386331176758,"U","Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing",6,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_TOTAL","Nature of job: Total","2019",4792.12106019974,,,,,"Repository: ILO-STATISTICS - Micro data processing",9753,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2019",4706.86670233917,,,,,"Repository: ILO-STATISTICS - Micro data processing",9569,"IDREA","m",,,
"AGO","Angola","BB:16199","AGO - HIES - Survey on Expenditure, Revenue and Employment","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_F","Sex: Female","EC4_MEDIAISIC_NO","EC4_MEDIAISIC_NO","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2019",85.2543578605652,,,,,"Repository: ILO-STATISTICS - Micro data processing",184,"IDREA","m",,,
"AGO","Angola","BA:13951","AGO - LFS - Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_TOTAL","Nature of job: Total","2022",11779.6138042655,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",66881,"IEA","m",1,1,
"AGO","Angola","BA:13951","AGO - LFS - Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2022",10859.4533141992,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",62423,"IEA","m",1,1,
"AGO","Angola","BA:13951","AGO - LFS - Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_TOTAL","EC4_MEDIAISIC_TOTAL","IFL_NATURE_FORMAL","Nature of job: Persons with formal main job","2022",920.16049006629,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",4458,"IEA","m",1,1,
"AGO","Angola","BA:13951","AGO - LFS - Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_TOTAL","Nature of job: Total","2022",14.7403352966309,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",56,"IEA","m",1,1,
"AGO","Angola","BA:13951","AGO - LFS - Employment Survey","EMP_TEM2_SEX_EC4_IFL_NB","Employment by sex, economic activity ISIC4 and formal vs informal employment (Thousands), aggregate","SEX_T","Sex: Total","EC4_MEDIAISIC_YES","EC4_MEDIAISIC_YES","IFL_NATURE_INFORMAL","Nature of job: Persons with informal main job","2022",11.5652593688965,,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15 years old | Age coverage - maximum age: None",45,"IEA","m",1,1,
